% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
1.03555,0.978061,2000,3975.0,,3822,1793.0,1446,13036,2928,1332841
0.974333,0.955677,2070,4070.0,,3628,1794.0,1487,13049,2954,1365420
1.06408,1.03818,2287,4413.0,,4366,1944.0,1579,14589,2954,1405243
1.0872,1.07453,2467,5122.0,,4748,2376.0,1857,16570,3332,1542071
1.20898,1.18497,2562,6035.0,,5258,3012.0,2327,19194,3373,1619788
1.10874,1.09042,2316,5674.0,,4631,2554.0,2106,17281,3351,1584807
1.18588,1.14934,2457,5864.0,,4852,2834.0,2180,18187,3377,1582393
1.25,1.1881,2515,6101.0,,4924,2770.0,2302,18612,3471,1566538
1.43782,1.33548,2727,7094.0,,5837,3291.0,2461,21410,3470,1603163
1.48426,1.37797,2776,7686.0,,5549,3736.0,2876,22623,3436,1641763
1.54717,1.4268,2693,7829.0,,5342,3960.0,2898,22722,3376,1592518
1.60668,1.49601,2485,7094.0,,4585,3962.0,3194,21320,3378,1425127
1.56586,1.44878,2604,7698.0,,4875,3988.0,3140,22305,3382,1539568
1.52073,1.4297,2567,7530.0,,4726,4073.0,3323,22219,3400,1554103
1.50659,1.39828,2482,7131.0,,4282,3846.0,3145,20886,3340,1493692
1.55413,1.45723,2323,6632.0,,3564,3925.0,3408,19852,3343,1362314
1.5907,1.5383,2585,7729.0,,3934,4520.0,3668,22436,3322,1458493
1.47569,1.43493,2414,7979.0,,4549,4363.0,3415,22720,3358,1583355
1.29196,1.26364,2380,6402.0,,4056,3525.0,2831,19194,3332,1518947
1.25191,1.21094,2566,5878.0,,4056,3311.0,2542,18353,3356,1515597
1.10337,1.12256,2560,5345.0,,3955,2810.0,2240,16910,3367,1506379
1.16554,1.08197,2636,4996.0,,4015,2527.0,1927,16101,3337,1488119
1.00745,0.974818,2557,4103.0,,3736,2136.0,1576,14108,3288,1447245
0.986987,0.907497,2320,3710.0,,3146,1922.0,1504,12602,3297,1388655
0.862967,0.860475,2544,3841.0,,3541,1900.0,1521,13347,3318,1551120
0.82875,0.842691,2773,3536.0,,3544,1813.0,1351,13017,3319,1544694
0.883305,0.903419,3220,3785.0,,3811,1906.0,1376,14098,3325,1560517
0.90874,0.939582,3515,3940.0,,3856,1909.0,1360,14580,3268,1551754
0.948022,0.960224,3817,4216.0,,3915,2057.0,1354,15359,3242,1599523
0.974936,0.998001,4116,4395.0,,4089,2129.0,1265,15994,3301,1602603
1.06411,1.07813,4740,5062.0,,4692,2290.0,1364,18148,3323,1683278
1.08168,1.10911,5227,5292.0,,4909,2364.0,1385,19177,3324,1729037
1.10339,1.15017,5764,4859.0,,5095,2143.0,1452,19313,3290,1679142
1.13164,1.1826,6335,4818.0,,5517,2045.0,1419,20134,3303,1702520
1.1483,1.20847,6822,4620.0,,5403,1803.0,1289,19937,3272,1649771
1.19144,1.25476,7366,4364.0,,5492,1843.0,1308,20373,3255,1623653
1.24686,1.26333,8352,4421.0,,5414,1745.0,1334,21266,3233,1683332
1.14576,1.19113,7953,3990.0,,4967,1596.0,1179,19685,3184,1652632
1.18405,1.25152,8502,3978.0,,4856,1576.0,1240,20152,3182,1610198
1.12999,1.14539,8097,3692.0,,4646,1528.0,1225,19188,3148,1675241
1.19103,1.18507,8536,3805.0,,4619,1515.0,1197,19672,3107,1659980
1.21258,1.21019,8514,3815.0,,4611,1652.0,1304,19896,3093,1644041
1.2132,1.2128,8369,4006.0,,4757,1678.0,1293,20103,3092,1657572
1.26708,1.32915,8719,4860.0,,5310,1978.0,1509,22376,3094,1683488
1.38688,1.44259,9193,6030.0,,5930,2400.0,1710,25263,3103,1751226
1.64767,1.70922,10372,7962.0,,7171,2899.0,2150,30554,3102,1787598
1.799,1.90931,11144,9254.0,,8575,3618.0,2630,35221,3088,1844702
1.94947,2.05205,11102,10547.0,,8901,4328.0,2884,37762,3085,1840212
2.03512,2.15537,11264,11227.0,,10105,4556.0,2917,40069,3079,1859035
2.19023,2.30346,11809,11022.0,,12282,4744.0,2896,42753,3071,1856032
2.23843,2.30735,11982,10384.0,,13529,4341.0,2826,43062,3066,1866295
2.26655,2.2523,11745,9562.0,,13057,3889.0,2625,40878,3067,1814941
2.21303,2.21305,11711,9090.0,,12253,3738.0,2646,39438,3057,1782067
2.04664,2.00533,11254,7783.0,,11583,3296.0,2306,36222,3095,1806283
1.9014,1.93726,10928,6861.0,,11397,2768.0,2065,34019,3076,1756033
1.84504,1.84254,10142,5638.0,,10065,2320.0,1837,30002,2919,1628298
2.03811,1.96461,13161,7486.0,,13175,3210.0,2587,39619,3587,2016630
1.94464,1.90023,13066,7083.0,,11954,2944.0,2442,37489,3580,1972863
1.92538,1.86005,12494,6452.0,,11448,2940.0,2350,35684,3538,1918446
1.9789,1.89307,12858,6669.0,,11881,2850.0,2358,36616,3572,1934216
2.1334,2.08583,13295,6961.0,,14444,2918.0,2368,39986,3578,1917029
2.25788,2.22432,14559,7836.0,,15933,3190.0,2724,44242,3601,1989010
2.41079,2.35599,14735,8519.0,,17350,3635.0,2808,47047,3591,1996913
2.51762,2.45722,14913,8173.0,,13394,3715.0,3102,43297,3584,1762035
2.55244,2.56131,15161,11287.0,,17338,4880.0,4005,52671,3608,2056405
2.72476,2.71523,14968,11367.0,,19950,4856.0,3886,55027,3613,2026604
3.14645,3.09817,16285,13614.0,,23449,5230.0,3961,62539,3584,2018579
4.00686,4.07763,18514,22550.0,,25049,7767.0,5304,79184,3564,1941911
4.90468,5.07044,24118,38319.0,,28970,13517.0,8997,113921,3532,2246767
4.3291,4.28258,17048,31466.0,,24806,12064.0,7939,93323,3561,2179129
3.5344,3.41512,12222,21822.0,,20205,8731.0,6178,69158,3568,2025052
2.82024,2.68756,9526,15080.0,,13305,6219.0,4555,48685,3573,1811493
2.06558,1.96884,7300,9847.0,,9503,4562.0,3508,34720,3554,1763472
1.68092,1.55907,6083,6418.0,,7740,3016.0,2552,25809,3488,1655407
1.44022,1.33898,6395,5166.0,,7604,2401.0,2153,23719,3548,1771418
1.48974,1.37013,6915,4640.0,,8497,2080.0,1798,23930,3545,1746548
1.46266,1.369,7065,4638.0,,8336,1814.0,1767,23620,3546,1725348
1.58728,1.42265,7422,5004.0,,9827,1862.0,1674,25789,3541,1812738
1.70339,1.54633,8209,5054.0,,11091,1949.0,1770,28073,3563,1815454
1.83335,1.6781,9041,5909.0,,12118,2199.0,2075,31342,3535,1867703
1.87057,1.73106,9306,5974.0,,12647,2337.0,2169,32433,3531,1873589
1.97612,1.85385,9612,6754.0,,13658,2382.0,2405,34811,3518,1877763
2.07126,1.99356,10560,7268.0,,15181,2571.0,2548,38128,3526,1912563
2.16302,2.12932,11334,7834.0,,16092,2865.0,2828,40953,3518,1923288
2.20418,2.1826,11732,8310.0,,15745,3170.0,3115,42072,3530,1927606
2.24681,2.21199,12656,8682.0,,16956,3350.0,3336,44980,3520,2033467
2.3613,2.41398,12834,9398.0,,18627,3607.0,3321,47787,3442,1979594
2.48314,2.58986,14818,10334.0,,20490,3886.0,3852,53380,3465,2061117
2.45354,2.60388,15053,10453.0,,20742,3980.0,3834,54062,3449,2076213
2.39624,2.64837,15267,10405.0,,20530,4075.0,3715,53992,3409,2038685
2.4335,2.6443,15815,10585.0,,17513,4063.0,3903,51879,3381,1961919
2.16334,2.29319,14154,9654.0,,13726,3941.0,3765,45240,3373,1972798
1.98842,2.07391,12858,8941.0,,11205,3665.0,3581,40250,3335,1940774
1.87678,1.91799,11865,8676.0,,9933,3736.0,3620,37830,3387,1972377
1.80274,1.80161,11066,8006.0,,8513,3524.0,3461,34570,3267,1918841
1.81978,1.79341,10585,8382.0,,8593,3699.0,3736,34995,3379,1951308
1.67886,1.66862,9525,8324.0,,8111,3546.0,3505,33011,3346,1978336
1.65939,1.64675,9361,8219.0,,8116,3485.0,3432,32613,3348,1980449
1.67083,1.64792,9153,8056.0,,7859,3485.0,3487,32040,3323,1944269
1.52259,1.51365,8661,7297.0,,7477,3105.0,3107,29647,3346,1958644
1.50755,1.51374,8392,6892.0,,7907,2828.0,2904,28923,3285,1910699
1.60507,1.6191,9479,6659.0,,9934,2819.0,2681,31572,3329,1949974
1.83793,1.80999,10793,7079.0,,12593,2730.0,2593,35788,3318,1977251
1.96433,1.89497,11526,6987.0,,13893,2671.0,2452,37529,3299,1980457
2.02422,1.94821,12548,6978.0,,13475,2701.0,2632,38334,3324,1967653
2.03228,1.97359,13386,6709.0,,14467,2599.0,2435,39596,3316,2006289
2.28328,2.20031,15904,6877.0,,16571,2633.0,2473,44458,3329,2020531
2.36912,2.30242,16977,6869.0,,16622,2764.0,2633,45865,3335,1992031
2.56561,2.5608,17521,10009.0,,18196,3716.0,3458,52900,3356,2065759
